36	11	0
11	36	0
37	39	0
37	50	0
37	56	0
39	37	0
39	45	1
37	21	0
21	37	0
37	21	0
21	37	0
37	7	1
7	37	1
37	11	0
11	37	0
37	45	1
45	37	1
38	1	1
1	38	1
38	40	1
40	38	1
38	41	1
41	38	1
41	39	0
38	45	0
45	38	0
38	39	1
39	38	1
40	39	0
39	40	0
40	31	0
31	40	0
40	1	0
1	40	0
40	38	1
38	40	1
40	45	1
45	40	1
40	41	0
41	40	0
41	45	1
45	41	1
41	47	0
47	41	0
42	39	1
39	42	1
42	21	1
21	42	1
42	21	1
21	42	1
42	11	1
11	42	1
42	45	1
45	42	1
43	45	1
43	43	1
43	44	0
44	43	0
44	45	1
43	45	1
45	43	1
46	39	1
39	46	1
46	11	1
11	46	1
47	39	0
39	47	0
47	21	0
21	47	0
47	21	0
21	47	0
42	11	0
11	42	0
47	41	0
41	47	0
47	45	1
45	47	1
48	31	0
48	45	1
31	48	0
49	39	1
39	49	1
49	21	1
21	49	1
49	21	1
21	49	1
49	11	1
11	49	1
49	18	0
18	49	0
50	21	0
50	1	0
50	11	0
50	33	1
50	39	0
21	50	0
50	51	0
51	50	0
50	52	0
52	50	0
50	53	0
53	50	0
50	54	0
54	50	0
50	54	0
54	50	0
50	55	0
55	50	0
50	57	0
57	50	0
51	39	0
51	45	1
51	21	0
21	51	0
50	51	0
51	50	0
51	52	0
52	51	0
51	53	0
53	51	0
51	54	0
54	51	0
51	54	0
54	51	0
51	55	0
55	51	0
51	57	0
57	51	0
52	21	0
52	39	0
21	52	0
50	52	0
52	50	0
52	53	0
53	52	0
52	54	0
54	52	0
52	54	0
52	45	1
54	52	0
52	55	0
55	52	0
52	57	0
57	52	0
53	21	0
53	31	0
53	38	1
53	39	0
53	45	1
53	47	0
53	50	0
53	51	0
53	52	0
53	54	0
53	55	0
53	56	0
53	57	0
53	58	0
54	21	0
54	31	0
54	38	1
54	39	0
54	45	1
54	47	0
54	50	0
54	51	0
54	52	0
54	53	0
54	55	0
54	56	0
54	57	0
54	58	0
55	21	0
55	31	0
55	38	1
55	39	0
55	45	1
55	47	0
55	50	0
55	51	0
55	52	0
55	54	0
55	53	0
55	56	0
55	57	0
55	57	0
55	58	0
56	1	0
56	11	0
56	21	0
56	33	1
56	39	0
56	45	1
56	50	0
56	51	0
56	52	0
56	53	0
56	54	0
56	55	0
56	57	0
56	58	0
57	50	0
57	51	0
57	52	0
57	53	0
57	54	0
57	55	0
57	56	0
57	58	0
58	1	0
58	8	0
58	11	0
58	15	1
58	16	0
58	20	1
58	21	0
58	22	0
58	25	1
58	28	0
58	29	0
58	31	0
58	32	1
58	33	1
58	36	0
58	37	0
58	38	1
58	39	0
58	45	1
58	47	0
58	49	1
58	50	0
58	51	0
58	52	0
58	53	0
58	54	0
58	55	0
58	56	0
58	57	0
58	59	0
58	60	1
58	63	1
58	64	0
59	21	0
59	25	1
59	32	1
59	33	1
59	39	0
59	58	0
60	21	1
60	22	0
60	39	1
60	58	1
61	39	0
62	39	0
63	21	1
63	22	0
63	39	1
63	58	1
64	21	0
64	22	0
64	39	0
63	58	0
